Datetime,goat_id,O_30m,D_15-30m,MAD_15m,Act15m,Temp_60m,y_H2
2025-05-21T00:45:00.000000+0000,14,92.64722592408258,-0.20665945897408733,29.86437792892853,0.06388888888888887,23.442584029990503,0
2025-05-21T00:46:00.000000+0000,14,90.48152566969996,-7.795323684130224,25.30571126226186,0.047222222222222214,23.43008760040792,0
2025-05-21T00:47:00.000000+0000,14,88.2687213263077,-20.286687511248644,16.301044595595194,0.02499999999999999,23.418244591459374,0
2025-05-21T00:48:00.000000+0000,14,88.02964678928412,-29.00756659649516,13.213328859554586,0.02499999999999999,23.407979143116293,0
2025-05-21T00:49:00.000000+0000,14,88.67615416744476,-29.520280323862153,13.17009076431649,0.02777777777777777,23.397352281414168,0
2025-05-21T00:50:00.000000+0000,14,87.4435441786681,-28.083408152419594,13.168310730475541,0.02777777777777777,23.385839781414166,0
2025-05-21T00:51:00.000000+0000,14,88.21610969110974,-31.247519119406675,12.862310730475542,0.022222222222222216,23.373875615992265,0
2025-05-21T00:52:00.000000+0000,14,86.73388746888752,-28.406868726589614,12.799085141249952,0.02499999999999999,23.362600615992267,0
2025-05-21T00:53:00.000000+0000,14,83.28259252193051,-24.97060755964378,12.81308514124995,0.02499999999999999,23.35124715403446,0
2025-05-21T00:54:00.000000+0000,14,76.28525694392826,-18.028740868491397,9.410087865575216,0.030555555555555548,23.34052656879981,0
2025-05-21T00:55:00.000000+0000,14,72.89838401579297,-21.485863082490553,7.623192343187156,0.030555555555555548,23.33074317977168,0
2025-05-21T00:56:00.000000+0000,14,72.09945508401073,-28.78786381305573,5.741615837346177,0.022222222222222213,23.321245960019795,0
2025-05-21T00:57:00.000000+0000,14,64.43094554416786,-26.351751041787097,3.9193012306046056,0.01666666666666666,23.31157749555279,0
2025-05-21T00:58:00.000000+0000,14,64.66196818021635,-31.493755341765542,1.6499678972712757,0.01388888888888888,23.303320058675578,0
2025-05-21T00:59:00.000000+0000,14,64.8785237357719,-31.754492765756694,1.4686345639379406,0.01388888888888888,23.295295058675574,0
